 0.000000000000000e+00  0.000000000000000e+00  2.481218632223123e-01  4.455086299870459e-11 -2.825228939684621e-11  0.000000000000000e+00  4.000000000000000e+00 -5.045492912358895e-10  6.875833236108519e-10  0.000000000000000e+00  4.000000000000000e+00 -5.627569521493569e-10  9.204139672647216e-10  0.000000000000000e+00  1.246859276654993e-02 -1.734723475976807e-18  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.946132475287413e-12  0.000000000000000e+00 -1.820410489017377e-11  0.000000000000000e+00  3.005951043633104e-11  0.000000000000000e+00 -4.255085173099360e-11  0.000000000000000e+00  8.339995360984176e-11  0.000000000000000e+00 -1.892468404207648e-10 -0.000000000000000e+00  4.027871786105308e-13  0.000000000000000e+00 -9.842925086100962e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.666666666666667e-02  0.000000000000000e+00  2.523096786803754e-01 -6.853351219859860e-12  0.000000000000000e+00  1.608002619946092e-11  3.933611111111111e+00 -9.415934698608908e-11  0.000000000000000e+00  6.965805710024142e-11  3.933611111111111e+00 -9.744649531739924e-11  0.000000000000000e+00  2.161946177636764e-10  1.267725450178587e-02 -3.147048593943325e-13  0.000000000000000e+00  3.804716958155652e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.853351219859860e-12  0.000000000000000e+00 -1.608002619946092e-11  0.000000000000000e+00  9.415934698608908e-11  0.000000000000000e+00 -6.965805710024142e-11  0.000000000000000e+00  9.744649531739924e-11  0.000000000000000e+00 -2.161946177636764e-10 -0.000000000000000e+00  3.147048593943325e-13  0.000000000000000e+00 -3.804716958155652e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 3.333333333333333e-02  0.000000000000000e+00  2.566047917007819e-01 -8.388845174067683e-12  0.000000000000000e+00  9.497180819550977e-12  3.867777777777778e+00 -1.301634355854731e-10  0.000000000000000e+00  2.965108159003194e-10  3.867777777777778e+00 -7.351808051225817e-11  0.000000000000000e+00  1.990509979066246e-10  1.288749611725115e-02 -3.588900010509377e-13  0.000000000000000e+00  2.461138931542095e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.388845174067683e-12  0.000000000000000e+00 -9.497180819550977e-12  0.000000000000000e+00  1.301634355854731e-10  0.000000000000000e+00 -2.965108159003194e-10  0.000000000000000e+00  7.351808051225817e-11  0.000000000000000e+00 -1.990509979066246e-10 -0.000000000000000e+00  3.588900010509377e-13  0.000000000000000e+00 -2.461138931542095e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.000000000000000e-02  0.000000000000000e+00  2.610109121576299e-01 -5.846323425373612e-12  0.000000000000000e+00  1.402900018376840e-11  3.802500000000000e+00 -5.216538312424746e-11  0.000000000000000e+00  1.229998325413817e-10  3.802500000000000e+00 -7.501110843577408e-11  0.000000000000000e+00  2.088000883304630e-10  1.309911526844665e-02 -2.827078848799403e-13  0.000000000000000e+00  9.900413822094833e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.846323425373612e-12  0.000000000000000e+00 -1.402900018376840e-11  0.000000000000000e+00  5.216538312424746e-11  0.000000000000000e+00 -1.229998325413817e-10  0.000000000000000e+00  7.501110843577408e-11  0.000000000000000e+00 -2.088000883304630e-10 -0.000000000000000e+00  2.827078848799403e-13  0.000000000000000e+00 -9.900413822094833e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.666666666666667e-02  0.000000000000000e+00  2.655319121255590e-01 -3.758826583322161e-12  0.000000000000000e+00  1.273431360360178e-11  3.737777777777777e+00 -1.159863316502197e-10  0.000000000000000e+00  1.030411311830903e-10  3.737777777777778e+00 -1.212798750316324e-10  0.000000000000000e+00  1.641833335952469e-10  1.331188595924293e-02 -4.016145055407705e-13  0.000000000000000e+00  8.785940724953534e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  3.758826583322161e-12  0.000000000000000e+00 -1.273431360360178e-11  0.000000000000000e+00  1.159863316502197e-10  0.000000000000000e+00 -1.030411311830903e-10  0.000000000000000e+00  1.212798750316324e-10  0.000000000000000e+00 -1.641833335952469e-10 -0.000000000000000e+00  4.016145055407705e-13  0.000000000000000e+00 -8.785940724953534e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.333333333333333e-02  0.000000000000000e+00  2.701718344791075e-01  2.261801856917600e-12  0.000000000000000e+00  8.861578137953074e-12  3.673611111111111e+00 -3.370281831394095e-11  0.000000000000000e+00  1.243400937767092e-10  3.673611111111112e+00 -6.939249175275108e-11  0.000000000000000e+00  1.878697197810197e-10  1.352555651787778e-02 -2.663893411414264e-13  0.000000000000000e+00  7.289238657115504e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -2.261801856917600e-12  0.000000000000000e+00 -8.861578137953074e-12  0.000000000000000e+00  3.370281831394095e-11  0.000000000000000e+00 -1.243400937767092e-10  0.000000000000000e+00  6.939249175275108e-11  0.000000000000000e+00 -1.878697197810197e-10 -0.000000000000000e+00  2.663893411414264e-13  0.000000000000000e+00 -7.289238657115504e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.000000000000000e-01  0.000000000000000e+00  2.749349020286420e-01 -6.271483332653816e-12  0.000000000000000e+00  2.135597254593335e-11  3.610000000000000e+00 -1.454205644790818e-10  0.000000000000000e+00  1.982085606755390e-10  3.610000000000000e+00 -3.625988398425761e-11  0.000000000000000e+00  5.487121867986389e-11  1.373984741844938e-02 -1.806922667046962e-13  0.000000000000000e+00  5.699260507974202e-14  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.271483332653816e-12  0.000000000000000e+00 -2.135597254593335e-11  0.000000000000000e+00  1.454205644790818e-10  0.000000000000000e+00 -1.982085606755390e-10  0.000000000000000e+00  3.625988398425761e-11  0.000000000000000e+00 -5.487121867986389e-11 -0.000000000000000e+00  1.806922667046962e-13  0.000000000000000e+00 -5.699260507974202e-14  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.166666666666667e-01  0.000000000000000e+00  2.798255272313679e-01 -2.148670130708297e-12  0.000000000000000e+00  1.248129377628970e-11  3.546944444444444e+00 -1.366160518045945e-10  0.000000000000000e+00  3.880114007870361e-10  3.546944444444444e+00 -6.619238490657153e-11  0.000000000000000e+00  7.940581525645030e-11  1.395444893805093e-02 -2.201190618666971e-13  0.000000000000000e+00  5.944671838120641e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.148670130708297e-12  0.000000000000000e+00 -1.248129377628970e-11  0.000000000000000e+00  1.366160518045945e-10  0.000000000000000e+00 -3.880114007870361e-10  0.000000000000000e+00  6.619238490657153e-11  0.000000000000000e+00 -7.940581525645030e-11 -0.000000000000000e+00  2.201190618666971e-13  0.000000000000000e+00 -5.944671838120641e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.333333333333333e-01  0.000000000000000e+00  2.848483225190488e-01 -7.939759960606807e-12  0.000000000000000e+00  1.508576596975786e-11  3.484444444444445e+00 -5.549294357365397e-11  0.000000000000000e+00  6.256994922182457e-11  3.484444444444445e+00 -8.483969082817566e-11  0.000000000000000e+00  6.866773816227578e-11  1.416901863945620e-02 -2.148559108405834e-13  0.000000000000000e+00  6.580534728239940e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  7.939759960606807e-12  0.000000000000000e+00 -1.508576596975786e-11  0.000000000000000e+00  5.549294357365397e-11  0.000000000000000e+00 -6.256994922182457e-11  0.000000000000000e+00  8.483969082817566e-11  0.000000000000000e+00 -6.866773816227578e-11 -0.000000000000000e+00  2.148559108405834e-13  0.000000000000000e+00 -6.580534728239940e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.500000000000000e-01  0.000000000000000e+00  2.900081112874663e-01 -1.378430702914102e-11  0.000000000000000e+00  3.754230260000213e-11  3.422500000000000e+00 -1.122790749263913e-10  0.000000000000000e+00  2.498201645551035e-10  3.422500000000000e+00 -5.263789404352792e-11  0.000000000000000e+00  7.474598717749359e-11  1.438317866912516e-02 -6.369141325457406e-13  0.000000000000000e+00  8.703662790487954e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.378430702914102e-11  0.000000000000000e+00 -3.754230260000213e-11  0.000000000000000e+00  1.122790749263913e-10  0.000000000000000e+00 -2.498201645551035e-10  0.000000000000000e+00  5.263789404352792e-11  0.000000000000000e+00 -7.474598717749359e-11 -0.000000000000000e+00  6.369141325457406e-13  0.000000000000000e+00 -8.703662790487954e-13  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
